"Date","Price","Open","High","Low","Change %"
"Apr 11, 2017","135.570","135.580","135.940","135.340","-0.25"
"Apr 12, 2017","135.725","135.545","135.975","135.205","0.11"
"Apr 13, 2017","135.510","135.740","135.770","135.080","-0.16"
"Apr 14, 2017","135.305","135.825","135.985","135.245","-0.15"
"Apr 17, 2017","135.780","135.210","136.120","135.050","0.35"
"Apr 18, 2017","135.200","135.610","135.750","134.730","-0.43"
"Apr 19, 2017","135.285","135.535","135.845","135.045","0.06"
"Apr 20, 2017","134.950","135.210","135.470","134.700","-0.25"
"Apr 21, 2017","135.000","135.220","135.500","134.770","0.04"
"Apr 24, 2017","134.990","137.580","137.760","134.740","-0.01"
"Apr 25, 2017","134.995","134.975","136.015","134.835","0.00"
"Apr 26, 2017","134.995","134.985","135.785","134.895","0.00"
"Apr 27, 2017","135.150","135.100","135.580","134.740","0.11"
"Apr 28, 2017","135.000","135.280","135.580","134.880","-0.11"
"May 01, 2017","134.875","135.025","135.245","134.745","-0.09"
"May 02, 2017","134.790","134.970","135.400","134.760","-0.06"
"May 03, 2017","134.790","134.810","135.580","134.740","0.00"
"May 04, 2017","134.800","134.760","135.530","134.670","0.01"
"May 05, 2017","134.795","135.215","135.495","134.655","-0.00"
"May 08, 2017","134.815","134.515","135.165","134.015","0.01"
"May 09, 2017","134.420","134.830","135.010","134.190","-0.29"
"May 10, 2017","134.805","134.695","135.175","134.465","0.29"
"May 11, 2017","134.245","134.665","134.855","134.035","-0.42"
"May 12, 2017","134.115","134.135","134.625","133.825","-0.10"
"May 15, 2017","134.395","134.735","134.975","134.235","0.21"
"May 16, 2017","134.390","134.390","135.290","134.250","-0.00"
"May 17, 2017","134.790","134.400","135.390","134.330","0.30"
"May 18, 2017","134.785","134.485","135.125","134.435","-0.00"
"May 19, 2017","134.765","134.815","135.195","134.485","-0.01"
"May 22, 2017","134.705","134.965","135.275","134.325","-0.04"
"May 23, 2017","134.700","134.690","135.160","134.540","-0.00"
"May 24, 2017","134.700","134.700","135.220","134.540","0.00"
"May 25, 2017","134.455","134.435","134.935","134.285","-0.18"
"May 26, 2017","134.395","134.465","134.685","134.045","-0.04"
"May 29, 2017","134.195","134.315","134.715","134.065","-0.15"
"May 30, 2017","134.250","134.160","134.510","133.840","0.04"
"May 31, 2017","134.085","134.265","134.515","133.895","-0.12"
"Jun 01, 2017","134.110","134.330","134.660","133.930","0.02"
"Jun 02, 2017","134.080","134.130","134.640","134.030","-0.02"
"Jun 05, 2017","133.900","133.760","134.210","133.530","-0.13"
"Jun 06, 2017","133.885","133.875","134.185","133.555","-0.01"
"Jun 07, 2017","133.785","134.045","134.385","133.705","-0.07"
"Jun 08, 2017","133.755","133.725","134.095","133.375","-0.02"
"Jun 09, 2017","133.560","133.700","134.030","133.410","-0.15"
"Jun 12, 2017","133.535","133.755","134.085","133.455","-0.02"
"Jun 13, 2017","133.635","133.525","134.025","133.305","0.07"
"Jun 14, 2017","133.625","133.655","133.995","133.225","-0.01"
"Jun 15, 2017","133.435","133.505","133.755","133.205","-0.14"
"Jun 16, 2017","133.290","133.540","133.830","133.160","-0.11"
"Jun 19, 2017","133.300","133.250","133.670","133.000","0.01"
"Jun 20, 2017","132.840","133.310","133.470","132.630","-0.35"
"Jun 21, 2017","132.900","132.590","132.930","132.400","0.05"
"Jun 22, 2017","132.290","133.120","133.270","132.240","-0.46"
"Jun 23, 2017","132.190","132.320","132.690","131.960","-0.08"
"Jun 26, 2017","131.945","132.265","132.555","131.835","-0.19"
"Jun 27, 2017","132.025","131.975","132.475","131.875","0.06"
"Jun 28, 2017","132.235","132.045","132.785","131.895","0.16"
"Jun 29, 2017","132.480","132.200","133.000","132.150","0.19"
"Jun 30, 2017","132.630","132.530","133.220","132.460","0.11"
"Jul 03, 2017","132.590","132.510","133.080","132.320","-0.03"
"Jul 04, 2017","132.535","132.585","133.065","132.445","-0.04"
"Jul 05, 2017","132.390","132.340","132.760","132.030","-0.11"
"Jul 06, 2017","132.485","132.595","132.935","132.215","0.07"
"Jul 07, 2017","132.350","132.340","132.730","131.970","-0.10"
"Jul 10, 2017","132.350","132.230","132.690","132.160","0.00"
"Jul 11, 2017","132.490","132.460","132.870","132.260","0.11"
"Jul 12, 2017","132.485","132.485","132.915","132.285","-0.00"
"Jul 13, 2017","132.440","132.510","132.890","132.270","-0.03"
"Jul 14, 2017","132.415","132.435","132.805","132.145","-0.02"
"Jul 17, 2017","132.440","132.350","132.690","132.040","0.02"
"Jul 18, 2017","132.595","132.185","132.905","132.085","0.12"
"Jul 19, 2017","132.585","132.595","132.935","132.225","-0.01"
"Jul 20, 2017","132.420","132.810","133.380","132.410","-0.12"
"Jul 21, 2017","132.465","132.345","133.255","132.225","0.03"
"Jul 24, 2017","132.700","132.520","133.350","132.420","0.18"
"Jul 25, 2017","132.800","132.350","133.020","132.080","0.08"
"Jul 26, 2017","132.850","132.890","133.190","132.320","0.04"
"Jul 27, 2017","133.140","132.610","133.670","132.560","0.22"
"Jul 28, 2017","133.215","133.105","133.625","132.725","0.06"
"Jul 31, 2017","133.035","132.985","133.355","132.785","-0.14"
"Aug 01, 2017","132.805","133.075","133.285","132.615","-0.17"
"Aug 02, 2017","132.590","132.820","133.080","132.250","-0.16"
"Aug 03, 2017","132.440","132.530","132.860","132.140","-0.11"
"Aug 04, 2017","132.380","132.520","132.820","132.280","-0.05"
"Aug 07, 2017","132.320","132.400","132.810","132.110","-0.05"
"Aug 08, 2017","132.105","132.285","132.725","131.975","-0.16"
"Aug 09, 2017","132.430","132.120","133.020","132.090","0.25"
"Aug 10, 2017","132.425","132.405","132.885","132.295","-0.00"
"Aug 11, 2017","132.530","132.440","132.950","132.230","0.08"
"Aug 14, 2017","132.585","132.375","132.865","132.325","0.04"
"Aug 15, 2017","132.610","132.630","132.810","132.130","0.02"
"Aug 16, 2017","132.365","132.585","132.735","132.105","-0.18"
"Aug 17, 2017","132.400","132.400","132.780","132.120","0.03"
"Aug 18, 2017","132.410","132.410","132.730","132.160","0.01"
"Aug 21, 2017","132.430","132.260","132.630","132.070","0.02"
"Aug 22, 2017","132.305","132.585","132.735","132.165","-0.09"
"Aug 23, 2017","132.705","132.165","132.805","132.035","0.30"
"Aug 24, 2017","132.605","132.845","132.935","132.275","-0.08"
"Aug 25, 2017","132.610","132.600","133.030","132.370","0.00"
"Aug 28, 2017","132.845","132.485","132.985","132.155","0.18"
"Aug 29, 2017","132.820","132.940","133.500","132.510","-0.02"
"Aug 30, 2017","133.410","132.880","133.880","132.770","0.44"
"Aug 31, 2017","133.860","133.230","134.040","133.190","0.34"
"Sep 01, 2017","133.855","133.885","134.435","132.915","-0.00"
"Sep 04, 2017","133.535","134.005","134.525","133.315","-0.24"
"Sep 05, 2017","133.460","133.360","133.800","132.950","-0.06"
"Sep 06, 2017","133.355","133.445","133.575","132.915","-0.08"
"Sep 07, 2017","133.450","133.370","133.580","132.820","0.07"
"Sep 08, 2017","133.440","133.460","133.840","133.020","-0.01"
"Sep 11, 2017","133.600","133.660","133.920","133.190","0.12"
"Sep 12, 2017","133.600","133.590","133.950","133.300","0.00"
"Sep 13, 2017","133.830","133.470","133.910","133.270","0.17"
"Sep 14, 2017","133.580","133.930","134.060","133.290","-0.19"
"Sep 15, 2017","133.490","133.830","134.080","133.250","-0.07"
"Sep 18, 2017","133.695","133.685","134.085","133.365","0.15"
"Sep 19, 2017","133.615","133.555","134.025","133.405","-0.06"
"Sep 20, 2017","133.710","133.770","134.310","133.570","0.07"
"Sep 21, 2017","133.935","133.555","134.125","133.485","0.17"
"Sep 22, 2017","133.900","134.110","134.340","133.690","-0.03"
"Sep 25, 2017","133.905","133.955","134.145","133.325","0.00"
"Sep 26, 2017","133.795","134.085","134.325","133.615","-0.08"
"Sep 27, 2017","133.805","133.785","134.255","133.475","0.01"
"Sep 28, 2017","133.795","133.795","134.155","133.465","-0.01"
"Sep 29, 2017","133.790","134.110","134.480","133.610","-0.00"
"Oct 02, 2017","133.795","133.815","134.345","133.155","0.00"
"Oct 03, 2017","134.005","133.795","134.425","133.725","0.16"
"Oct 04, 2017","133.845","133.855","134.185","133.635","-0.12"
"Oct 05, 2017","133.990","133.980","134.320","133.670","0.11"
"Oct 06, 2017","133.980","133.980","134.430","133.580","-0.01"
"Oct 09, 2017","134.080","133.720","134.110","133.510","0.07"
"Oct 10, 2017","133.990","134.250","134.330","133.590","-0.07"
"Oct 11, 2017","134.000","134.010","134.340","133.700","0.01"
"Oct 12, 2017","134.000","134.010","134.450","133.640","0.00"
"Oct 13, 2017","133.950","133.830","134.120","133.520","-0.04"
"Oct 16, 2017","133.870","134.030","134.040","133.460","-0.06"
"Oct 17, 2017","133.700","134.000","134.050","133.390","-0.13"
"Oct 18, 2017","133.610","133.710","134.030","133.320","-0.07"
"Oct 19, 2017","133.590","133.610","133.980","133.490","-0.01"
"Oct 20, 2017","133.675","133.425","133.835","133.245","0.06"
"Oct 23, 2017","133.700","133.520","133.760","133.250","0.02"
"Oct 24, 2017","133.590","133.600","133.950","133.390","-0.08"
"Oct 25, 2017","133.600","133.600","134.050","133.410","0.01"
"Oct 26, 2017","133.610","133.580","134.050","133.370","0.01"
"Oct 27, 2017","133.610","133.600","134.060","133.380","0.00"
"Oct 30, 2017","133.570","133.340","133.830","133.150","-0.03"
"Oct 31, 2017","133.605","133.755","133.875","133.305","0.03"
"Nov 01, 2017","133.600","133.600","133.870","133.300","-0.00"
"Nov 02, 2017","133.590","133.600","133.920","133.280","-0.01"
"Nov 03, 2017","133.410","133.620","134.080","133.270","-0.13"
"Nov 06, 2017","133.470","133.230","133.580","132.920","0.04"
"Nov 07, 2017","133.395","133.655","133.745","133.225","-0.06"
"Nov 08, 2017","133.415","133.395","133.765","133.345","0.01"
"Nov 09, 2017","133.395","133.385","133.895","133.095","-0.01"
"Nov 10, 2017","133.400","133.410","133.890","133.200","0.00"
"Nov 13, 2017","133.395","133.505","133.895","133.215","-0.00"
"Nov 14, 2017","133.600","133.410","134.120","133.310","0.15"
"Nov 15, 2017","133.715","133.555","134.025","133.445","0.09"
"Nov 16, 2017","133.715","133.765","134.015","133.505","0.00"
"Nov 17, 2017","133.880","133.740","134.150","133.500","0.12"
"Nov 20, 2017","133.700","133.610","134.180","132.830","-0.13"
"Nov 21, 2017","133.695","133.705","134.045","133.385","-0.00"
"Nov 22, 2017","133.695","133.695","133.965","133.365","0.00"
"Nov 23, 2017","133.705","133.695","134.055","133.365","0.01"
"Nov 24, 2017","133.835","133.535","134.045","133.225","0.10"
"Nov 27, 2017","133.605","133.895","134.035","133.285","-0.17"
"Nov 28, 2017","132.980","133.610","133.860","132.810","-0.47"
"Nov 29, 2017","133.115","133.035","133.585","132.835","0.10"
"Nov 30, 2017","133.845","132.975","133.955","132.975","0.55"
"Dec 01, 2017","133.645","134.075","134.205","133.575","-0.15"
"Dec 04, 2017","133.855","133.315","134.045","132.875","0.16"
"Dec 05, 2017","133.870","133.820","133.950","133.350","0.01"
"Dec 06, 2017","133.700","134.070","134.130","133.500","-0.13"
"Dec 07, 2017","133.725","133.505","133.905","133.315","0.02"
"Dec 08, 2017","133.590","133.670","133.910","133.590","-0.10"
"Dec 11, 2017","133.595","133.705","133.955","133.075","0.00"
"Dec 12, 2017","133.595","133.755","133.835","133.215","0.00"
"Dec 13, 2017","133.505","133.585","133.815","133.145","-0.07"
"Dec 14, 2017","133.385","133.355","133.705","132.975","-0.09"
"Dec 15, 2017","133.380","133.390","133.630","133.050","-0.00"
"Dec 18, 2017","133.335","133.405","133.605","132.975","-0.03"
"Dec 19, 2017","133.175","133.345","133.415","132.985","-0.12"
"Dec 20, 2017","133.030","133.100","133.390","132.860","-0.11"
"Dec 21, 2017","132.975","133.075","133.435","132.705","-0.04"
"Dec 22, 2017","132.890","132.970","133.310","132.570","-0.06"
"Dec 25, 2017","133.005","132.755","133.145","132.705","0.09"
"Dec 26, 2017","132.750","133.110","133.280","132.440","-0.19"
"Dec 27, 2017","132.805","132.755","133.265","132.605","0.04"
"Dec 28, 2017","133.200","132.800","133.450","132.620","0.30"
"Dec 29, 2017","132.980","133.110","133.350","132.720","-0.17"
"Jan 01, 2018","133.110","133.040","133.160","132.950","0.10"
"Jan 02, 2018","133.375","133.325","134.105","133.215","0.20"
"Jan 03, 2018","133.215","133.285","133.565","132.935","-0.12"
"Jan 04, 2018","133.510","133.120","133.750","132.900","0.22"
"Jan 05, 2018","133.375","133.565","133.825","133.155","-0.10"
"Jan 08, 2018","133.500","133.440","133.770","133.190","0.09"
"Jan 09, 2018","133.500","133.500","133.760","133.290","0.00"
"Jan 10, 2018","133.430","133.370","133.780","133.040","-0.05"
"Jan 11, 2018","133.435","133.395","133.755","133.025","0.00"
"Jan 12, 2018","134.060","133.450","134.060","133.240","0.47"
"Jan 15, 2018","134.020","133.990","134.470","133.420","-0.03"
"Jan 16, 2018","134.000","134.210","134.500","133.780","-0.01"
"Jan 17, 2018","133.995","133.985","134.445","133.845","-0.00"
"Jan 18, 2018","133.835","133.825","134.205","133.505","-0.12"
"Jan 19, 2018","134.030","134.040","134.380","133.800","0.15"
"Jan 22, 2018","133.795","134.465","134.555","133.475","-0.18"
"Jan 23, 2018","133.595","133.805","134.055","133.395","-0.15"
"Jan 24, 2018","133.545","133.455","133.895","133.245","-0.04"
"Jan 25, 2018","133.550","133.580","134.050","133.200","0.00"
"Jan 26, 2018","133.505","133.515","133.945","133.245","-0.03"
"Jan 29, 2018","133.600","133.570","133.840","133.080","0.07"
"Jan 30, 2018","133.495","133.775","134.005","133.355","-0.08"
"Jan 31, 2018","133.525","133.485","133.915","133.255","0.02"
"Feb 01, 2018","133.485","133.455","133.925","133.265","-0.03"
"Feb 02, 2018","133.510","133.300","133.810","133.000","0.02"
"Feb 05, 2018","133.345","133.285","133.765","132.945","-0.12"
"Feb 06, 2018","133.300","133.350","133.800","133.060","-0.03"
"Feb 07, 2018","133.310","133.180","133.530","132.950","0.01"
"Feb 08, 2018","133.205","133.395","133.575","132.815","-0.08"
"Feb 09, 2018","132.945","133.325","133.565","132.945","-0.20"
"Feb 12, 2018","132.980","132.950","133.280","132.800","0.03"
"Feb 13, 2018","132.900","133.110","133.310","132.680","-0.06"
"Feb 14, 2018","132.895","132.875","133.305","132.335","-0.00"
"Feb 15, 2018","132.605","132.905","133.205","132.455","-0.22"
"Feb 16, 2018","132.715","132.725","132.905","132.215","0.08"
"Feb 19, 2018","132.450","132.870","133.150","132.340","-0.20"
"Feb 20, 2018","132.120","132.340","132.670","131.760","-0.25"
"Feb 21, 2018","132.000","132.240","132.390","131.810","-0.09"
"Feb 22, 2018","131.800","131.980","132.470","131.690","-0.15"
"Feb 23, 2018","131.940","131.810","132.470","131.730","0.11"
"Feb 26, 2018","132.005","131.975","132.625","131.775","0.05"
"Feb 27, 2018","132.200","131.870","132.540","131.820","0.15"
"Feb 28, 2018","132.200","132.350","132.590","131.990","0.00"
"Mar 01, 2018","132.195","132.205","132.565","132.025","-0.00"
"Mar 02, 2018","132.260","132.170","132.580","131.960","0.05"
"Mar 05, 2018","132.050","132.140","132.600","131.560","-0.16"
"Mar 06, 2018","132.005","132.225","132.485","131.875","-0.03"
"Mar 07, 2018","132.055","131.835","132.305","131.675","0.04"
"Mar 08, 2018","132.055","132.045","132.405","131.325","0.00"
"Mar 09, 2018","131.955","132.055","132.115","131.485","-0.08"
"Mar 12, 2018","131.680","132.040","132.250","131.440","-0.21"
"Mar 13, 2018","131.625","131.685","131.925","131.305","-0.04"
"Mar 14, 2018","131.590","131.800","131.860","131.470","-0.03"
"Mar 15, 2018","131.430","131.420","131.820","131.100","-0.12"
"Mar 16, 2018","131.350","131.570","131.680","130.870","-0.06"
"Mar 19, 2018","130.740","131.290","131.460","130.140","-0.46"
"Mar 20, 2018","128.250","130.740","130.810","128.110","-1.90"
"Mar 21, 2018","129.735","128.535","130.035","128.465","1.16"
"Mar 22, 2018","129.395","129.725","130.265","129.225","-0.26"
"Mar 23, 2018","130.785","129.775","131.285","128.825","1.07"
"Mar 26, 2018","131.425","130.725","132.465","130.655","0.49"
"Mar 27, 2018","132.055","131.415","132.575","131.285","0.48"
"Mar 28, 2018","131.235","131.595","132.065","131.075","-0.62"
"Mar 29, 2018","130.955","131.165","131.765","130.805","-0.21"
"Mar 30, 2018","131.410","131.500","132.010","130.680","0.35"
"Apr 02, 2018","131.200","131.420","131.670","130.990","-0.16"
"Apr 03, 2018","130.425","130.565","130.995","129.985","-0.59"
"Apr 04, 2018","129.620","130.430","130.540","129.580","-0.62"
"Apr 05, 2018","129.405","129.595","129.865","128.635","-0.17"
"Apr 06, 2018","128.865","129.395","129.515","128.475","-0.42"
"Apr 09, 2018","128.840","128.810","129.450","128.620","-0.02"
"Apr 10, 2018","129.225","129.105","129.925","129.015","0.30"
"Apr 11, 2018","129.400","128.970","129.970","128.850","0.14"
"Apr 12, 2018","129.600","129.410","129.960","129.150","0.15"
"Apr 13, 2018","129.400","129.600","129.740","128.980","-0.15"
"Apr 16, 2018","129.200","129.380","129.550","128.940","-0.15"
"Apr 17, 2018","129.150","129.120","129.610","128.560","-0.04"
"Apr 18, 2018","129.310","129.330","130.040","129.060","0.12"
"Apr 19, 2018","129.420","129.610","130.050","129.260","0.09"
"Apr 20, 2018","129.360","129.240","129.680","128.880","-0.05"
"Apr 23, 2018","129.035","129.525","129.605","129.015","-0.25"
"Apr 24, 2018","129.015","129.095","129.405","128.735","-0.02"
"Apr 25, 2018","128.980","128.970","129.550","128.850","-0.03"
"Apr 26, 2018","129.150","129.010","129.510","128.850","0.13"
"Apr 27, 2018","128.990","129.170","129.330","128.670","-0.12"
"Apr 30, 2018","128.905","128.925","129.265","128.455","-0.07"
"May 01, 2018","128.900","128.890","128.970","128.450","-0.00"
"May 02, 2018","128.050","128.880","128.970","127.450","-0.66"
"May 03, 2018","127.555","128.045","128.145","127.385","-0.39"
"May 04, 2018","127.105","127.555","128.005","127.025","-0.35"
"May 07, 2018","127.170","126.990","127.540","126.830","0.05"
"May 08, 2018","126.925","127.155","127.495","126.775","-0.19"
"May 09, 2018","126.815","126.915","127.305","126.675","-0.09"
"May 10, 2018","126.945","126.865","127.395","126.665","0.10"
"May 11, 2018","127.075","127.005","127.455","126.735","0.10"
"May 14, 2018","127.240","127.120","127.820","126.870","0.13"
"May 15, 2018","127.215","127.225","127.775","127.085","-0.02"
"May 16, 2018","127.220","127.190","127.700","127.010","0.00"
"May 17, 2018","127.300","127.290","127.800","127.180","0.06"
"May 18, 2018","127.370","127.310","127.640","126.960","0.05"
"May 21, 2018","127.130","127.210","127.430","126.790","-0.19"
"May 22, 2018","126.905","127.145","127.375","126.405","-0.18"
"May 23, 2018","126.685","126.875","127.175","126.385","-0.17"
"May 24, 2018","126.600","126.710","127.030","126.390","-0.07"
"May 25, 2018","126.705","126.655","127.085","126.455","0.08"
"May 28, 2018","126.640","126.640","127.490","126.370","-0.05"
"May 29, 2018","126.555","126.645","126.945","126.165","-0.07"
"May 30, 2018","126.350","126.570","126.780","125.830","-0.16"
"May 31, 2018","125.510","126.530","126.620","125.450","-0.66"
"Jun 01, 2018","125.370","125.330","125.880","124.520","-0.11"
"Jun 04, 2018","124.650","125.370","125.820","124.570","-0.57"
"Jun 05, 2018","124.170","124.530","125.070","123.870","-0.39"
"Jun 06, 2018","124.245","124.285","125.245","123.995","0.06"
"Jun 07, 2018","125.730","124.390","126.300","124.340","1.20"
"Jun 08, 2018","127.720","125.840","129.000","125.770","1.58"
"Jun 11, 2018","127.925","127.915","129.895","127.635","0.16"
"Jun 12, 2018","126.945","127.715","128.235","126.605","-0.77"
"Jun 13, 2018","126.250","126.650","127.460","125.310","-0.55"
"Jun 14, 2018","126.185","126.555","126.735","125.635","-0.05"
"Jun 15, 2018","126.130","126.110","126.430","125.910","-0.04"
"Jun 18, 2018","126.010","126.210","126.530","125.790","-0.10"
"Jun 19, 2018","126.010","125.810","126.350","125.150","0.00"
"Jun 20, 2018","125.985","126.025","126.475","125.545","-0.02"
"Jun 21, 2018","126.420","125.860","126.670","125.520","0.35"
"Jun 22, 2018","126.125","126.735","126.935","125.835","-0.23"
"Jun 25, 2018","125.900","126.150","126.730","125.840","-0.18"
"Jun 26, 2018","125.985","125.895","126.765","125.845","0.07"
"Jun 27, 2018","126.100","125.970","126.800","125.940","0.09"
"Jun 28, 2018","126.005","126.115","126.785","125.855","-0.08"
"Jun 29, 2018","126.475","125.985","126.815","125.595","0.37"
"Jul 02, 2018","126.020","125.760","126.330","125.450","-0.36"
"Jul 03, 2018","126.040","126.020","126.490","125.540","0.02"
"Jul 04, 2018","126.185","126.065","126.395","125.555","0.12"
"Jul 05, 2018","126.075","126.175","126.505","125.515","-0.09"
"Jul 06, 2018","126.100","126.070","126.390","125.540","0.02"
"Jul 09, 2018","126.025","126.185","126.605","125.635","-0.06"
"Jul 10, 2018","126.055","126.075","126.345","125.385","0.02"
"Jul 11, 2018","126.070","125.990","126.200","125.500","0.01"
"Jul 12, 2018","126.080","126.090","126.250","125.660","0.01"
"Jul 13, 2018","125.995","126.015","126.215","125.595","-0.07"
"Jul 16, 2018","126.095","126.025","126.215","125.225","0.08"
"Jul 17, 2018","126.090","126.110","126.250","125.380","-0.00"
"Jul 18, 2018","126.060","126.150","126.280","125.570","-0.02"
"Jul 19, 2018","126.075","126.095","126.325","125.495","0.01"
"Jul 20, 2018","125.610","126.480","126.670","125.610","-0.37"
"Jul 23, 2018","125.960","125.220","126.260","125.150","0.28"
"Jul 24, 2018","125.895","126.345","126.735","125.725","-0.05"
"Jul 25, 2018","125.980","125.490","126.260","125.340","0.07"
"Jul 26, 2018","126.155","125.885","126.235","125.145","0.14"
"Jul 27, 2018","126.080","126.240","126.320","125.220","-0.06"
"Jul 30, 2018","125.960","126.080","126.330","125.460","-0.10"
"Jul 31, 2018","125.975","125.965","126.175","125.185","0.01"
"Aug 01, 2018","125.605","126.375","126.445","125.525","-0.29"
"Aug 02, 2018","125.595","125.605","126.365","125.425","-0.01"
"Aug 03, 2018","125.765","125.205","126.055","125.095","0.14"
"Aug 06, 2018","125.675","125.805","125.955","125.385","-0.07"
"Aug 07, 2018","125.665","125.675","125.925","125.285","-0.01"
"Aug 08, 2018","125.680","125.670","125.990","125.340","0.01"
"Aug 09, 2018","125.680","125.680","126.040","125.330","0.00"
"Aug 10, 2018","125.550","125.670","126.000","125.300","-0.10"
"Aug 13, 2018","125.775","125.325","126.165","125.055","0.18"
"Aug 14, 2018","125.695","125.795","126.135","125.365","-0.06"
"Aug 15, 2018","125.780","125.640","126.000","125.470","0.07"
"Aug 16, 2018","125.800","125.800","125.990","125.360","0.02"
"Aug 17, 2018","125.855","126.025","126.115","125.565","0.04"
"Aug 20, 2018","125.540","125.700","125.900","125.280","-0.25"
"Aug 21, 2018","125.550","125.540","125.910","125.390","0.01"
"Aug 22, 2018","125.675","125.555","125.965","125.415","0.10"
"Aug 23, 2018","125.660","125.550","125.970","125.410","-0.01"
"Aug 24, 2018","125.500","126.110","126.550","125.430","-0.13"
"Aug 27, 2018","125.840","125.140","126.090","124.830","0.27"
"Aug 28, 2018","126.000","125.880","126.270","125.190","0.13"
"Aug 29, 2018","126.350","126.000","126.520","125.600","0.28"
"Aug 30, 2018","126.465","126.315","126.665","125.955","0.09"
"Aug 31, 2018","126.480","126.480","126.690","126.020","0.01"
"Sep 03, 2018","126.510","126.400","126.780","125.570","0.02"
"Sep 04, 2018","126.500","126.430","126.730","126.220","-0.01"
"Sep 05, 2018","126.470","126.560","126.670","126.350","-0.02"
"Sep 06, 2018","126.510","126.430","126.760","126.260","0.03"
"Sep 07, 2018","126.610","126.560","126.880","126.300","0.08"
"Sep 10, 2018","126.660","126.680","126.930","126.230","0.04"
"Sep 11, 2018","126.685","126.655","126.965","126.365","0.02"
"Sep 12, 2018","126.870","126.650","127.070","126.260","0.15"
"Sep 13, 2018","126.865","126.895","127.185","126.485","-0.00"
"Sep 14, 2018","126.630","127.290","127.530","126.390","-0.19"
"Sep 17, 2018","126.780","126.130","126.990","126.060","0.12"
"Sep 18, 2018","126.765","126.795","127.005","126.125","-0.01"
"Sep 19, 2018","126.760","126.730","126.960","126.140","-0.00"
"Sep 20, 2018","126.405","127.175","127.315","126.295","-0.28"
"Sep 21, 2018","126.445","126.045","126.735","125.895","0.03"
"Sep 24, 2018","126.575","126.395","126.735","125.845","0.10"
"Sep 25, 2018","126.520","126.560","126.640","125.860","-0.04"
"Sep 26, 2018","126.470","126.460","126.690","126.040","-0.04"
"Sep 27, 2018","126.380","126.520","126.630","125.840","-0.07"
"Sep 28, 2018","126.445","126.295","126.605","126.055","0.05"
"Oct 01, 2018","126.390","126.450","126.680","126.030","-0.04"
"Oct 02, 2018","125.985","126.415","126.465","125.715","-0.32"
"Oct 03, 2018","125.925","126.025","126.295","125.555","-0.05"
"Oct 04, 2018","125.690","125.860","125.990","125.310","-0.19"
"Oct 05, 2018","125.675","125.695","125.915","125.235","-0.01"
"Oct 08, 2018","125.595","125.615","125.785","125.285","-0.06"
"Oct 09, 2018","125.470","125.610","125.680","125.230","-0.10"
"Oct 10, 2018","125.345","125.475","125.665","124.785","-0.10"
"Oct 11, 2018","125.335","125.385","125.605","124.955","-0.01"
"Oct 12, 2018","125.370","125.310","125.640","124.700","0.03"
"Oct 15, 2018","125.430","125.330","125.660","124.830","0.05"
"Oct 16, 2018","125.485","125.435","125.565","124.805","0.04"
"Oct 17, 2018","125.295","125.485","125.595","124.805","-0.15"
"Oct 18, 2018","125.270","125.280","125.430","124.790","-0.02"
"Oct 19, 2018","125.025","125.275","125.475","124.545","-0.20"
"Oct 22, 2018","125.030","124.530","125.370","124.490","0.00"
"Oct 23, 2018","124.815","125.075","125.215","124.375","-0.17"
"Oct 24, 2018","124.695","124.795","125.085","124.485","-0.10"
"Oct 25, 2018","124.600","124.620","124.840","124.150","-0.08"
"Oct 26, 2018","124.770","124.640","124.840","124.060","0.14"
"Oct 29, 2018","124.840","124.760","124.900","124.320","0.06"
"Oct 30, 2018","124.930","124.850","125.090","124.520","0.07"
"Oct 31, 2018","125.130","124.940","125.330","124.710","0.16"
"Nov 01, 2018","125.145","125.145","125.555","124.825","0.01"
"Nov 02, 2018","125.125","125.125","125.295","124.365","-0.02"
"Nov 05, 2018","124.625","125.305","125.475","124.495","-0.40"
"Nov 06, 2018","124.730","124.930","125.540","124.420","0.08"
"Nov 07, 2018","124.800","124.750","125.550","124.670","0.06"
"Nov 08, 2018","124.830","124.490","125.220","124.400","0.02"
"Nov 09, 2018","124.825","124.705","124.985","124.325","-0.00"
"Nov 12, 2018","124.755","124.715","124.795","123.895","-0.06"
"Nov 13, 2018","124.545","124.725","124.755","123.985","-0.17"
"Nov 14, 2018","124.495","124.535","124.745","123.965","-0.04"
"Nov 15, 2018","124.500","124.480","124.950","123.980","0.00"
"Nov 16, 2018","124.455","125.045","125.285","124.405","-0.04"
"Nov 19, 2018","124.525","123.795","124.775","123.645","0.06"
"Nov 20, 2018","124.540","124.510","124.790","123.960","0.01"
"Nov 21, 2018","124.410","124.550","124.720","124.030","-0.10"
"Nov 22, 2018","124.465","124.405","124.835","124.245","0.04"
"Nov 23, 2018","124.380","124.420","124.710","123.800","-0.07"
"Nov 26, 2018","124.420","124.390","124.730","124.200","0.03"
"Nov 27, 2018","124.230","124.570","124.750","123.800","-0.15"
"Nov 28, 2018","124.200","124.610","124.770","124.090","-0.02"
"Nov 29, 2018","124.190","124.220","124.530","124.070","-0.01"
"Nov 30, 2018","124.190","124.190","124.950","124.070","0.00"
"Dec 03, 2018","124.245","123.645","124.495","123.645","0.04"
"Dec 04, 2018","124.295","124.245","124.595","123.625","0.04"
"Dec 05, 2018","124.090","124.260","124.410","123.690","-0.16"
