"Date","Price","Open","High","Low","Change %"
"May 01, 2013","140.760","140.260","140.890","140.140","-0.06"
"May 02, 2013","140.930","140.260","141.400","139.970","0.12"
"May 03, 2013","140.930","140.260","141.330","139.980","0.00"
"May 06, 2013","140.930","140.260","141.320","139.980","0.00"
"May 07, 2013","140.925","140.240","141.245","140.140","-0.00"
"May 08, 2013","140.925","140.260","141.395","140.190","0.00"
"May 09, 2013","140.905","140.260","141.285","140.180","-0.01"
"May 10, 2013","140.925","140.390","141.475","140.130","0.01"
"May 13, 2013","141.400","140.240","141.460","139.950","0.34"
"May 14, 2013","140.990","140.840","141.840","140.290","-0.29"
"May 15, 2013","141.145","140.550","141.465","140.320","0.11"
"May 16, 2013","140.965","140.640","141.385","140.310","-0.13"
"May 17, 2013","141.325","140.590","141.615","140.250","0.26"
"May 20, 2013","141.685","140.510","141.835","140.440","0.25"
"May 21, 2013","141.075","141.110","141.925","140.450","-0.43"
"May 22, 2013","141.075","140.500","141.555","140.430","0.00"
"May 23, 2013","141.075","140.500","141.605","140.380","0.00"
"May 24, 2013","141.160","140.530","141.560","140.430","0.06"
"May 27, 2013","141.175","140.430","141.475","140.400","0.01"
"May 28, 2013","141.000","140.600","141.410","140.000","-0.12"
"May 29, 2013","140.665","140.430","141.145","139.890","-0.24"
"May 30, 2013","140.490","140.140","140.990","139.700","-0.12"
"May 31, 2013","140.485","139.930","141.005","139.720","-0.00"
"Jun 03, 2013","140.555","138.290","140.865","138.290","0.05"
"Jun 04, 2013","140.700","140.150","141.020","139.810","0.10"
"Jun 05, 2013","140.745","140.340","141.105","139.820","0.03"
"Jun 06, 2013","140.990","140.340","141.490","139.820","0.17"
"Jun 07, 2013","141.000","140.360","141.560","140.220","0.01"
"Jun 10, 2013","141.005","140.540","141.495","140.210","0.00"
"Jun 11, 2013","141.220","140.370","141.420","140.250","0.15"
"Jun 12, 2013","141.260","140.740","141.550","140.490","0.03"
"Jun 13, 2013","141.325","140.610","141.805","140.530","0.05"
"Jun 14, 2013","141.175","140.800","141.895","140.560","-0.11"
"Jun 17, 2013","141.395","140.560","141.635","140.510","0.16"
"Jun 18, 2013","141.305","141.000","141.735","140.750","-0.06"
"Jun 19, 2013","140.790","140.880","142.070","139.830","-0.36"
"Jun 20, 2013","141.615","140.190","141.845","139.550","0.59"
"Jun 21, 2013","141.335","141.230","142.025","140.580","-0.20"
"Jun 24, 2013","141.035","140.840","141.605","139.920","-0.21"
"Jun 25, 2013","140.640","140.370","141.230","139.890","-0.28"
"Jun 26, 2013","140.750","140.000","141.050","139.690","0.08"
"Jun 27, 2013","140.895","140.340","141.235","140.250","0.10"
"Jun 28, 2013","141.035","140.410","141.295","140.250","0.10"
"Jul 01, 2013","141.385","140.510","141.425","140.300","0.25"
"Jul 02, 2013","140.805","140.750","141.285","139.830","-0.41"
"Jul 03, 2013","140.445","140.350","140.825","139.940","-0.26"
"Jul 04, 2013","139.725","140.070","141.175","138.970","-0.51"
"Jul 05, 2013","139.830","139.000","140.630","138.720","0.08"
"Jul 08, 2013","139.865","139.200","140.365","139.030","0.03"
"Jul 09, 2013","140.150","139.440","140.520","139.160","0.20"
"Jul 10, 2013","140.940","139.640","141.010","139.510","0.56"
"Jul 11, 2013","140.455","140.500","143.375","139.760","-0.34"
"Jul 12, 2013","140.970","140.010","141.230","139.720","0.37"
"Jul 15, 2013","140.225","140.450","140.875","139.750","-0.53"
"Jul 16, 2013","140.630","139.990","140.730","139.780","0.29"
"Jul 17, 2013","140.680","140.300","140.930","139.780","0.04"
"Jul 18, 2013","140.765","140.410","140.855","139.920","0.06"
"Jul 19, 2013","140.330","140.440","141.180","139.850","-0.31"
"Jul 22, 2013","140.230","140.000","140.730","139.770","-0.07"
"Jul 23, 2013","140.365","139.820","140.605","139.610","0.10"
"Jul 24, 2013","140.590","139.950","140.880","139.590","0.16"
"Jul 25, 2013","141.530","139.910","141.730","139.660","0.67"
"Jul 26, 2013","140.590","140.990","141.640","139.660","-0.66"
"Jul 29, 2013","140.220","140.030","140.700","139.660","-0.26"
"Jul 30, 2013","140.355","139.760","140.445","139.670","0.10"
"Jul 31, 2013","140.040","140.110","140.640","139.350","-0.22"
"Aug 01, 2013","140.145","139.580","140.425","139.350","0.07"
"Aug 02, 2013","140.150","139.760","140.730","139.410","0.00"
"Aug 05, 2013","139.645","139.690","140.315","139.120","-0.36"
"Aug 06, 2013","139.650","139.160","140.310","139.110","0.00"
"Aug 07, 2013","139.915","139.170","140.395","139.120","0.19"
"Aug 08, 2013","139.910","139.470","140.120","139.340","-0.00"
"Aug 09, 2013","139.915","139.460","140.175","139.240","0.00"
"Aug 12, 2013","139.620","139.440","139.960","138.880","-0.21"
"Aug 13, 2013","139.755","139.160","140.105","139.050","0.10"
"Aug 14, 2013","140.250","139.310","140.500","139.100","0.35"
"Aug 15, 2013","140.985","139.560","141.135","139.290","0.52"
"Aug 16, 2013","140.660","140.470","141.180","139.390","-0.23"
"Aug 19, 2013","140.115","139.990","140.535","139.400","-0.39"
"Aug 20, 2013","140.115","139.780","140.445","139.530","0.00"
"Aug 21, 2013","140.110","139.760","140.520","139.460","-0.00"
"Aug 22, 2013","140.140","139.770","140.690","139.640","0.02"
"Aug 23, 2013","140.385","139.790","140.635","139.570","0.17"
"Aug 26, 2013","140.235","139.980","140.575","139.730","-0.11"
"Aug 27, 2013","140.305","139.820","140.335","139.600","0.05"
"Aug 28, 2013","140.265","140.150","140.685","139.580","-0.03"
"Aug 29, 2013","140.285","139.780","140.755","139.540","0.01"
"Aug 30, 2013","140.130","139.680","140.200","139.340","-0.11"
"Sep 02, 2013","139.770","139.930","140.480","139.200","-0.26"
"Sep 03, 2013","139.935","139.290","140.255","139.040","0.12"
"Sep 04, 2013","139.945","139.530","140.285","139.420","0.01"
"Sep 05, 2013","140.070","139.590","140.520","139.510","0.09"
"Sep 06, 2013","140.270","139.610","140.440","139.520","0.14"
"Sep 09, 2013","140.260","139.840","140.460","139.530","-0.01"
"Sep 10, 2013","140.260","139.920","140.490","139.540","0.00"
"Sep 11, 2013","140.255","139.920","140.485","139.630","-0.00"
"Sep 12, 2013","140.275","139.880","140.445","139.620","0.01"
"Sep 13, 2013","140.220","140.020","140.750","139.640","-0.04"
"Sep 16, 2013","140.305","139.770","140.705","139.710","0.06"
"Sep 17, 2013","140.410","139.920","140.750","139.890","0.07"
"Sep 18, 2013","140.420","140.060","140.790","139.910","0.01"
"Sep 19, 2013","140.845","140.080","141.225","140.010","0.30"
"Sep 20, 2013","140.985","140.430","141.485","140.370","0.10"
"Sep 23, 2013","141.070","140.530","141.220","140.370","0.06"
"Sep 24, 2013","141.175","140.860","141.335","140.400","0.07"
"Sep 25, 2013","141.165","140.810","141.325","140.480","-0.01"
"Sep 26, 2013","141.330","140.880","141.740","140.700","0.12"
"Sep 27, 2013","141.240","140.860","141.670","140.780","-0.06"
"Sep 30, 2013","141.330","140.440","141.660","140.320","0.06"
"Oct 01, 2013","141.550","141.000","142.090","140.740","0.16"
"Oct 02, 2013","141.690","141.060","141.960","140.900","0.10"
"Oct 03, 2013","141.585","141.120","141.915","140.940","-0.07"
"Oct 04, 2013","141.680","141.220","142.110","140.990","0.07"
"Oct 07, 2013","141.625","140.970","141.895","140.930","-0.04"
"Oct 08, 2013","141.455","141.240","141.915","141.040","-0.12"
"Oct 09, 2013","141.535","141.090","141.965","140.760","0.06"
"Oct 10, 2013","141.530","141.000","141.990","140.880","-0.00"
"Oct 11, 2013","141.265","141.010","141.755","140.670","-0.19"
"Oct 14, 2013","140.565","140.780","141.775","139.870","-0.50"
"Oct 15, 2013","140.170","140.010","140.670","139.160","-0.28"
"Oct 16, 2013","140.320","139.610","140.830","138.760","0.11"
"Oct 17, 2013","140.260","139.670","140.520","138.490","-0.04"
"Oct 18, 2013","141.040","139.870","141.080","139.710","0.56"
"Oct 21, 2013","140.795","140.420","141.125","139.850","-0.17"
"Oct 22, 2013","140.985","140.230","141.705","139.940","0.13"
"Oct 23, 2013","140.900","140.220","141.300","139.990","-0.06"
"Oct 24, 2013","140.625","140.300","141.215","139.840","-0.20"
"Oct 25, 2013","140.535","140.140","140.955","139.840","-0.06"
"Oct 28, 2013","140.535","140.020","140.825","139.710","0.00"
"Oct 29, 2013","140.410","140.040","140.640","139.590","-0.09"
"Oct 30, 2013","139.835","139.910","140.515","139.140","-0.41"
"Oct 31, 2013","140.220","139.540","140.630","139.070","0.28"
"Nov 01, 2013","140.185","139.690","140.295","139.430","-0.02"
"Nov 04, 2013","140.155","140.010","140.595","139.320","-0.02"
"Nov 05, 2013","140.165","139.720","140.385","139.260","0.01"
"Nov 06, 2013","140.090","139.780","140.510","139.500","-0.05"
"Nov 07, 2013","139.730","139.580","140.520","138.500","-0.26"
"Nov 08, 2013","140.000","139.160","140.240","138.810","0.19"
"Nov 11, 2013","139.925","139.490","140.305","139.210","-0.05"
"Nov 12, 2013","140.070","139.620","140.410","139.200","0.10"
"Nov 13, 2013","140.060","139.580","140.410","139.270","-0.01"
"Nov 14, 2013","140.180","139.650","140.630","139.450","0.09"
"Nov 15, 2013","140.320","139.670","140.520","139.610","0.10"
"Nov 18, 2013","140.185","139.790","140.705","139.600","-0.10"
"Nov 19, 2013","140.200","139.690","140.660","139.610","0.01"
"Nov 20, 2013","140.240","139.780","140.550","139.550","0.03"
"Nov 21, 2013","140.315","139.900","140.635","139.530","0.05"
"Nov 22, 2013","141.010","140.000","141.070","139.490","0.50"
"Nov 25, 2013","140.100","140.220","140.760","139.510","-0.65"
"Nov 26, 2013","140.165","139.690","140.535","139.600","0.05"
"Nov 27, 2013","140.375","139.780","140.565","139.660","0.15"
"Nov 28, 2013","140.650","140.000","140.780","139.820","0.20"
"Nov 29, 2013","140.485","140.260","140.855","139.950","-0.12"
"Dec 02, 2013","140.290","140.050","140.760","139.560","-0.14"
"Dec 03, 2013","140.175","139.870","140.635","139.790","-0.08"
"Dec 04, 2013","140.695","139.820","140.725","139.590","0.37"
"Dec 05, 2013","140.230","140.350","141.170","139.410","-0.33"
"Dec 06, 2013","140.515","139.880","140.565","139.690","0.20"
"Dec 09, 2013","140.305","140.430","141.005","139.830","-0.15"
"Dec 10, 2013","140.330","139.900","140.790","139.830","0.02"
"Dec 11, 2013","140.505","139.930","140.805","139.790","0.12"
"Dec 12, 2013","140.470","140.130","140.860","139.780","-0.02"
"Dec 13, 2013","140.590","140.070","140.830","140.020","0.09"
"Dec 16, 2013","140.605","140.210","140.735","140.040","0.01"
"Dec 17, 2013","140.540","140.370","140.930","140.050","-0.05"
"Dec 18, 2013","140.340","140.160","140.820","139.550","-0.14"
"Dec 19, 2013","140.320","139.990","140.640","139.620","-0.01"
"Dec 20, 2013","139.860","139.970","140.570","139.370","-0.33"
"Dec 23, 2013","139.665","139.360","140.205","139.020","-0.14"
"Dec 24, 2013","139.545","139.210","140.015","138.900","-0.09"
"Dec 25, 2013","139.575","139.080","139.685","138.990","0.02"
"Dec 26, 2013","139.760","139.120","140.120","138.940","0.13"
"Dec 27, 2013","139.995","139.310","140.535","139.190","0.17"
"Dec 30, 2013","140.220","139.480","140.480","139.320","0.16"
"Dec 31, 2013","140.520","139.750","141.060","139.560","0.21"
"Jan 01, 2014","140.600","139.860","140.750","139.800","0.06"
"Jan 02, 2014","140.145","139.950","140.855","138.660","-0.32"
"Jan 03, 2014","139.960","139.450","140.580","139.120","-0.13"
"Jan 06, 2014","140.300","139.410","140.730","139.230","0.24"
"Jan 07, 2014","140.485","139.800","140.855","139.700","0.13"
"Jan 08, 2014","140.985","140.030","141.185","139.910","0.36"
"Jan 09, 2014","140.695","140.360","141.115","140.080","-0.21"
"Jan 10, 2014","140.765","140.210","141.365","139.910","0.05"
"Jan 13, 2014","141.340","140.440","141.400","140.110","0.41"
"Jan 14, 2014","141.135","140.800","141.435","140.160","-0.15"
"Jan 15, 2014","140.740","140.540","141.100","140.000","-0.28"
"Jan 16, 2014","141.190","140.310","141.210","140.120","0.32"
"Jan 17, 2014","141.295","140.750","141.595","140.200","0.07"
"Jan 20, 2014","140.570","140.490","140.870","140.120","-0.51"
"Jan 21, 2014","140.625","140.310","140.835","140.010","0.04"
"Jan 22, 2014","141.030","140.260","141.040","139.810","0.29"
"Jan 23, 2014","140.615","140.470","141.035","139.970","-0.29"
"Jan 24, 2014","141.080","140.160","141.170","139.910","0.33"
"Jan 27, 2014","140.650","140.440","141.000","139.840","-0.30"
"Jan 28, 2014","140.650","140.270","141.190","140.090","0.00"
"Jan 29, 2014","141.205","140.220","141.235","139.820","0.39"
"Jan 30, 2014","140.375","140.570","141.095","139.830","-0.59"
"Jan 31, 2014","140.760","139.890","141.130","139.700","0.27"
"Feb 03, 2014","140.185","140.050","140.615","139.640","-0.41"
"Feb 04, 2014","140.320","139.760","140.770","139.540","0.10"
"Feb 05, 2014","140.555","139.760","140.655","139.620","0.17"
"Feb 06, 2014","140.455","140.070","140.715","139.640","-0.07"
"Feb 07, 2014","140.500","139.960","141.130","139.590","0.03"
"Feb 10, 2014","140.390","140.000","140.880","139.760","-0.08"
"Feb 11, 2014","140.575","140.000","140.955","139.890","0.13"
"Feb 12, 2014","140.525","140.010","140.825","139.660","-0.04"
"Feb 13, 2014","140.525","139.970","140.995","139.780","0.00"
"Feb 14, 2014","140.555","139.960","140.835","139.910","0.02"
"Feb 17, 2014","140.570","140.080","141.010","139.960","0.01"
"Feb 18, 2014","140.550","140.000","140.910","139.970","-0.01"
"Feb 19, 2014","140.250","140.060","140.800","139.840","-0.21"
"Feb 20, 2014","140.375","139.930","140.805","139.860","0.09"
"Feb 21, 2014","140.385","139.980","140.885","139.850","0.01"
"Feb 24, 2014","140.550","139.950","140.760","139.760","0.12"
"Feb 25, 2014","140.555","140.070","140.795","139.710","0.00"
"Feb 26, 2014","140.405","140.070","140.525","139.540","-0.11"
"Feb 27, 2014","140.075","140.080","140.625","139.510","-0.24"
"Feb 28, 2014","140.305","139.610","140.795","139.530","0.16"
"Mar 03, 2014","140.135","139.570","140.575","139.240","-0.12"
"Mar 04, 2014","140.115","139.600","140.415","139.500","-0.01"
"Mar 05, 2014","140.070","139.620","140.520","139.500","-0.03"
"Mar 06, 2014","140.425","139.640","140.555","139.480","0.25"
"Mar 07, 2014","140.725","140.150","140.975","139.680","0.21"
"Mar 10, 2014","140.350","140.270","140.910","139.750","-0.27"
"Mar 11, 2014","140.395","139.860","140.715","139.800","0.03"
"Mar 12, 2014","140.395","139.930","140.795","139.750","0.00"
"Mar 13, 2014","140.595","139.920","140.765","139.880","0.14"
"Mar 14, 2014","140.640","140.250","140.690","139.660","0.03"
"Mar 17, 2014","140.500","140.270","140.870","139.950","-0.10"
"Mar 18, 2014","140.420","140.010","140.800","139.900","-0.06"
"Mar 19, 2014","140.405","140.020","140.765","139.710","-0.01"
"Mar 20, 2014","140.500","140.040","140.870","139.620","0.07"
"Mar 21, 2014","140.140","140.020","140.850","139.580","-0.26"
"Mar 24, 2014","140.405","139.630","140.825","139.560","0.19"
"Mar 25, 2014","140.825","139.920","141.025","139.690","0.30"
"Mar 26, 2014","140.430","140.460","140.990","139.880","-0.28"
"Mar 27, 2014","140.290","139.980","140.620","139.850","-0.10"
"Mar 28, 2014","140.280","139.930","140.620","139.690","-0.01"
"Mar 31, 2014","140.015","139.950","140.815","139.200","-0.19"
"Apr 01, 2014","139.970","139.460","140.400","139.230","-0.03"
"Apr 02, 2014","139.755","139.430","140.225","139.100","-0.15"
"Apr 03, 2014","139.800","139.370","140.050","139.080","0.03"
"Apr 04, 2014","139.910","139.460","140.280","139.210","0.08"
"Apr 07, 2014","139.910","139.420","140.350","139.280","0.00"
"Apr 08, 2014","140.035","139.460","140.255","139.410","0.09"
"Apr 09, 2014","139.975","139.730","140.375","139.440","-0.04"
"Apr 10, 2014","140.790","139.580","140.810","139.440","0.58"
"Apr 11, 2014","140.215","140.250","140.795","139.640","-0.41"
"Apr 14, 2014","140.120","139.300","140.590","139.240","-0.07"
"Apr 15, 2014","140.005","139.680","140.405","139.550","-0.08"
"Apr 16, 2014","140.240","139.640","140.570","139.540","0.17"
"Apr 17, 2014","140.050","139.820","140.460","139.560","-0.14"
"Apr 18, 2014","139.945","139.710","140.325","139.460","-0.07"
"Apr 21, 2014","139.905","139.530","140.105","139.300","-0.03"
"Apr 22, 2014","139.950","139.690","140.200","139.370","0.03"
"Apr 23, 2014","140.000","139.630","140.300","139.470","0.04"
"Apr 24, 2014","140.055","139.610","140.395","139.490","0.04"
"Apr 25, 2014","139.955","139.680","140.285","139.510","-0.07"
"Apr 28, 2014","139.990","139.640","140.300","139.440","0.03"
"Apr 29, 2014","140.165","139.660","140.455","139.540","0.13"
"Apr 30, 2014","140.060","139.730","140.400","139.470","-0.07"
"May 01, 2014","140.080","139.690","140.280","139.640","0.01"
"May 02, 2014","140.115","139.720","140.625","139.360","0.02"
"May 05, 2014","140.140","139.680","140.550","139.540","0.02"
"May 06, 2014","140.170","139.700","140.560","139.500","0.02"
"May 07, 2014","140.215","139.730","140.545","139.660","0.03"
"May 08, 2014","140.140","139.770","140.480","139.570","-0.05"
"May 09, 2014","140.105","139.760","140.385","139.550","-0.02"
"May 12, 2014","140.350","139.480","140.400","139.460","0.17"
"May 13, 2014","140.345","139.970","140.495","139.440","-0.00"
"May 14, 2014","140.350","139.960","140.420","139.630","0.00"
"May 15, 2014","139.955","139.980","140.355","139.530","-0.28"
"May 16, 2014","139.890","139.630","140.470","139.430","-0.05"
"May 19, 2014","140.080","139.750","140.440","139.520","0.14"
"May 20, 2014","140.080","139.660","140.340","139.470","0.00"
"May 21, 2014","140.080","139.680","140.330","139.510","0.00"
"May 22, 2014","140.075","139.670","140.285","139.320","-0.00"
"May 23, 2014","140.080","139.690","140.180","139.350","0.00"
"May 26, 2014","140.080","139.600","140.230","139.270","0.00"
"May 27, 2014","140.085","139.670","140.295","139.390","0.00"
"May 28, 2014","140.075","139.660","140.275","139.240","-0.01"
"May 29, 2014","140.080","139.640","140.270","139.480","0.00"
"May 30, 2014","140.000","139.670","140.230","139.270","-0.06"
"Jun 02, 2014","139.935","139.630","140.235","139.170","-0.05"
"Jun 03, 2014","139.955","139.520","140.335","139.250","0.01"
"Jun 04, 2014","139.940","139.610","140.300","139.400","-0.01"
"Jun 05, 2014","139.925","139.580","140.355","139.380","-0.01"
"Jun 06, 2014","140.210","139.520","140.520","139.420","0.20"
"Jun 09, 2014","139.930","139.910","140.600","139.470","-0.20"
"Jun 10, 2014","139.940","139.520","140.460","139.460","0.01"
"Jun 11, 2014","139.930","139.520","140.500","139.460","-0.01"
"Jun 12, 2014","139.930","139.520","140.520","139.440","0.00"
"Jun 13, 2014","139.945","139.510","140.555","139.430","0.01"
"Jun 16, 2014","140.175","139.450","140.565","139.400","0.16"
"Jun 17, 2014","140.180","139.760","140.480","139.600","0.00"
"Jun 18, 2014","140.175","139.780","140.535","139.450","-0.00"
"Jun 19, 2014","140.175","139.780","140.685","139.710","0.00"
"Jun 20, 2014","140.585","139.770","140.675","139.710","0.29"
"Jun 23, 2014","140.175","140.010","140.675","139.620","-0.29"
"Jun 24, 2014","140.170","139.770","140.530","139.530","-0.00"
"Jun 25, 2014","140.085","139.790","140.575","139.610","-0.06"
"Jun 26, 2014","140.175","139.690","140.605","139.640","0.06"
"Jun 27, 2014","140.230","139.760","140.630","139.720","0.04"
"Jun 30, 2014","140.230","139.780","140.600","139.710","0.00"
"Jul 01, 2014","140.250","139.830","140.520","139.780","0.01"
"Jul 02, 2014","140.330","140.050","140.700","139.720","0.06"
"Jul 03, 2014","140.330","139.930","140.620","139.640","0.00"
"Jul 04, 2014","140.185","139.980","140.675","139.730","-0.10"
"Jul 07, 2014","140.180","139.770","140.660","139.550","-0.00"
"Jul 08, 2014","140.245","139.770","140.555","139.730","0.05"
"Jul 09, 2014","140.210","139.920","140.540","139.690","-0.02"
"Jul 10, 2014","140.185","139.780","140.595","139.710","-0.02"
"Jul 11, 2014","140.615","139.770","140.645","139.710","0.31"
"Jul 14, 2014","140.235","140.100","140.585","139.720","-0.27"
"Jul 15, 2014","140.260","139.830","140.330","139.750","0.02"
"Jul 16, 2014","140.335","140.090","140.635","139.720","0.05"
"Jul 17, 2014","140.140","139.850","140.410","139.670","-0.14"
"Jul 18, 2014","140.080","139.780","140.340","139.560","-0.04"
"Jul 21, 2014","139.915","139.720","140.365","139.390","-0.12"
"Jul 22, 2014","139.745","139.490","140.245","139.160","-0.12"
"Jul 23, 2014","139.535","139.370","140.245","139.000","-0.15"
"Jul 24, 2014","139.530","139.120","139.790","138.850","-0.00"
"Jul 25, 2014","139.535","139.130","139.775","138.880","0.00"
"Jul 28, 2014","139.475","139.120","139.655","139.010","-0.04"
"Jul 29, 2014","139.530","139.090","139.580","138.540","0.04"
"Jul 30, 2014","138.945","139.120","139.655","138.280","-0.42"
"Jul 31, 2014","138.945","138.470","139.615","138.410","0.00"
"Aug 01, 2014","139.530","138.520","139.700","138.450","0.42"
"Aug 04, 2014","139.115","139.080","139.585","138.490","-0.30"
"Aug 05, 2014","139.105","138.680","139.635","138.410","-0.01"
"Aug 06, 2014","139.845","138.670","139.995","138.630","0.53"
"Aug 07, 2014","139.585","139.440","140.035","139.010","-0.19"
"Aug 08, 2014","139.530","139.140","140.010","139.010","-0.04"
"Aug 11, 2014","139.310","139.100","139.820","138.630","-0.16"
"Aug 12, 2014","139.115","138.940","139.505","138.360","-0.14"
"Aug 13, 2014","139.090","138.690","139.630","138.360","-0.02"
"Aug 14, 2014","139.145","138.500","139.695","138.400","0.04"
"Aug 15, 2014","139.135","138.680","139.715","138.540","-0.01"
"Aug 18, 2014","139.110","138.590","139.690","138.480","-0.02"
"Aug 19, 2014","139.115","138.670","139.845","138.570","0.00"
"Aug 20, 2014","139.110","138.670","139.790","138.570","-0.00"
"Aug 21, 2014","139.115","138.650","139.745","138.610","0.00"
"Aug 22, 2014","139.385","138.680","139.645","138.610","0.19"
"Aug 25, 2014","139.315","138.790","139.695","138.410","-0.05"
"Aug 26, 2014","139.310","138.860","139.710","138.810","-0.00"
"Aug 27, 2014","139.310","138.980","139.680","138.800","0.00"
"Aug 28, 2014","139.365","138.870","139.805","138.680","0.04"
"Aug 29, 2014","139.290","138.880","139.740","138.840","-0.05"
"Sep 01, 2014","139.360","139.040","139.810","138.830","0.05"
"Sep 02, 2014","139.410","138.930","139.830","138.820","0.04"
"Sep 03, 2014","139.415","138.940","139.935","138.870","0.00"
"Sep 04, 2014","139.705","138.930","140.055","138.740","0.21"
"Sep 05, 2014","139.710","139.250","140.160","139.150","0.00"
"Sep 08, 2014","140.145","139.190","140.625","139.040","0.31"
"Sep 09, 2014","140.315","139.660","140.725","139.440","0.12"
"Sep 10, 2014","140.280","139.840","140.720","139.440","-0.02"
"Sep 11, 2014","140.310","139.870","140.630","139.550","0.02"
"Sep 12, 2014","140.155","139.900","140.485","139.560","-0.11"
"Sep 15, 2014","140.130","139.940","140.540","139.470","-0.02"
"Sep 16, 2014","140.115","139.640","140.445","139.500","-0.01"
"Sep 17, 2014","139.980","139.660","140.470","139.100","-0.10"
"Sep 18, 2014","140.100","139.570","140.550","139.240","0.09"
"Sep 19, 2014","140.120","139.650","140.520","139.390","0.01"
"Sep 22, 2014","140.115","139.650","140.545","139.440","-0.00"
"Sep 23, 2014","140.160","139.670","140.490","139.450","0.03"
"Sep 24, 2014","140.120","139.750","140.520","139.230","-0.03"
"Sep 25, 2014","140.065","139.670","140.735","139.250","-0.04"
"Sep 26, 2014","140.100","139.420","140.430","139.270","0.02"
"Sep 29, 2014","140.060","139.710","140.420","139.480","-0.03"
"Sep 30, 2014","139.925","139.600","140.415","139.140","-0.10"
"Oct 01, 2014","139.915","139.470","140.325","139.330","-0.01"
"Oct 02, 2014","139.905","139.450","140.325","139.370","-0.01"
"Oct 03, 2014","139.915","139.470","140.325","138.820","0.01"
"Oct 06, 2014","139.715","139.370","140.225","139.150","-0.14"
"Oct 07, 2014","139.715","139.260","140.135","139.150","0.00"
"Oct 08, 2014","139.595","139.260","139.915","139.160","-0.09"
"Oct 09, 2014","139.670","139.350","140.190","139.130","0.05"
"Oct 10, 2014","139.645","139.220","139.975","138.990","-0.02"
"Oct 13, 2014","140.760","139.300","140.860","138.990","0.80"
"Oct 14, 2014","139.735","140.260","140.935","138.670","-0.73"
"Oct 15, 2014","139.635","139.250","139.785","138.080","-0.07"
"Oct 16, 2014","139.045","139.130","139.745","138.410","-0.42"
"Oct 17, 2014","139.555","138.550","139.965","138.500","0.37"
"Oct 20, 2014","139.445","139.050","139.855","138.510","-0.08"
"Oct 21, 2014","139.245","138.940","139.745","138.510","-0.14"
"Oct 22, 2014","138.985","138.770","139.585","138.400","-0.19"
"Oct 23, 2014","139.245","138.500","139.615","138.310","0.19"
"Oct 24, 2014","139.090","138.740","139.540","138.530","-0.11"
"Oct 27, 2014","139.150","138.860","139.710","138.600","0.04"
"Oct 28, 2014","139.285","138.910","139.535","138.590","0.10"
"Oct 29, 2014","139.145","138.980","139.705","138.480","-0.10"
"Oct 30, 2014","139.145","139.000","139.765","138.520","0.00"
"Oct 31, 2014","139.150","138.670","139.700","138.520","0.00"
"Nov 03, 2014","139.140","138.580","139.620","137.760","-0.01"
"Nov 04, 2014","139.150","138.650","139.600","138.570","0.01"
"Nov 05, 2014","139.145","138.670","139.665","138.580","-0.00"
"Nov 06, 2014","139.250","138.660","139.570","138.290","0.08"
"Nov 07, 2014","139.185","138.830","139.605","138.510","-0.05"
"Nov 10, 2014","139.200","138.820","139.620","138.610","0.01"
"Nov 11, 2014","139.195","138.880","139.595","138.810","-0.00"
"Nov 12, 2014","139.505","138.870","139.785","138.510","0.22"
"Nov 13, 2014","139.700","139.180","139.980","138.620","0.14"
"Nov 14, 2014","139.505","139.370","140.395","138.940","-0.14"
"Nov 17, 2014","139.970","139.050","140.250","138.910","0.33"
"Nov 18, 2014","140.255","139.550","140.795","139.350","0.20"
"Nov 19, 2014","140.325","139.710","140.625","139.530","0.05"
"Nov 20, 2014","140.265","139.970","140.655","139.570","-0.04"
"Nov 21, 2014","140.305","139.810","140.615","139.390","0.03"
"Nov 24, 2014","139.820","139.480","140.280","139.160","-0.35"
"Nov 25, 2014","140.245","139.470","140.505","139.190","0.30"
"Nov 26, 2014","140.225","139.810","140.495","139.410","-0.01"
"Nov 27, 2014","140.255","139.870","140.375","139.430","0.02"
"Nov 28, 2014","140.365","139.930","140.385","139.480","0.08"
"Dec 01, 2014","140.170","140.070","140.460","139.410","-0.14"
"Dec 02, 2014","140.120","139.680","140.520","139.460","-0.04"
"Dec 03, 2014","140.285","139.730","140.545","139.450","0.12"
"Dec 04, 2014","140.080","139.850","140.520","139.210","-0.15"
"Dec 05, 2014","140.140","139.720","140.470","139.010","0.04"
"Dec 08, 2014","140.505","139.640","140.755","139.270","0.26"
"Dec 09, 2014","140.195","139.970","140.695","139.580","-0.22"
"Dec 10, 2014","140.190","139.750","140.500","139.520","-0.00"
"Dec 11, 2014","140.040","139.770","141.000","139.530","-0.11"
"Dec 12, 2014","140.305","139.660","140.585","139.580","0.19"
"Dec 15, 2014","140.170","139.900","140.530","139.570","-0.10"
"Dec 16, 2014","140.285","139.830","140.495","139.630","0.08"
"Dec 17, 2014","140.270","139.980","140.640","139.600","-0.01"
"Dec 18, 2014","140.250","139.890","140.630","139.690","-0.01"
"Dec 19, 2014","140.270","139.880","140.570","139.430","0.01"
"Dec 22, 2014","139.975","139.870","140.605","139.360","-0.21"
"Dec 23, 2014","140.080","139.590","140.540","139.410","0.08"
"Dec 24, 2014","139.925","139.650","140.325","139.250","-0.11"
"Dec 25, 2014","139.950","139.560","140.120","139.460","0.02"
"Dec 26, 2014","139.930","139.590","140.210","139.220","-0.01"
